consideration_id,table162_decision_ids,applicable_decision_count,crop_use,taxon_receptor,scenario_applicability,theme,concise_consideration,direction,evidence_type,quantitative_value,source_document,source_table_section_appendix,traceability_status,uncertainty_qualification,relevance_to_table162_decision,related_existing_finding_trc_xrf_ids,evidence_interpretation_or_judgment
T162-C0078,T162-D1672; T162-D1684; T162-D1696; T162-D1708,4,Sunflower,Bird; Chronic; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,chronic exceedance can persist from more than one week to about a month under both methods.,INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 75-83; MAIN-H0049; MAIN-H0051; MAIN-P000913; MAIN-P000915; MAIN-P000917; MAIN-P000921; MAIN-P000925; MAIN-P000929,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0079,T162-D1677; T162-D1689; T162-D1701; T162-D1713,4,Sunflower,Mammal; Acute; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,precision maximum acute EDE is about 5.02 mg/kg bw/d.,CONTEXT_ONLY,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 146-154; MAIN-H0083; MAIN-H0085; MAIN-P001513; MAIN-P001517; MAIN-P001523; MAIN-P001525; MAIN-P001531; MAIN-P001535; MAIN-P001536; MAIN-P001544; MAIN-P001548; MAIN-P001549; MAIN-P001557; MAIN-P001561; MAIN-P001563; PH-00023,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00023; TRC-001,EVIDENCE
T162-C0080,T162-D1676; T162-D1688; T162-D1700; T162-D1712,4,Sunflower,Mammal; Acute; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"maximum acute EDE is about 144 mg/kg bw/d, below 314.",DECREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 146-154; MAIN-H0083; MAIN-H0085; MAIN-P001513; MAIN-P001517; MAIN-P001523; MAIN-P001525; MAIN-P001531; MAIN-P001535; MAIN-P001536; MAIN-P001544; MAIN-P001548; MAIN-P001549; MAIN-P001557; MAIN-P001561; MAIN-P001563; PH-00023,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00023; TRC-001,EVIDENCE
T162-C0081,T162-D1675; T162-D1687; T162-D1699; T162-D1711,4,Sunflower,Mammal; Acute; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"precision maximum EDE is about 50.8 mg/kg bw/d; standard drilling reaches about 335, slightly above 314.",CONTEXT_ONLY,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 146-154; MAIN-H0083; MAIN-H0085; MAIN-P001513; MAIN-P001517; MAIN-P001523; MAIN-P001525; MAIN-P001531; MAIN-P001535; MAIN-P001536; MAIN-P001544; MAIN-P001548; MAIN-P001549; MAIN-P001557; MAIN-P001561; MAIN-P001563; PH-00023,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00023; TRC-001,EVIDENCE
T162-C0082,T162-D1680; T162-D1692; T162-D1704; T162-D1716,4,Sunflower,Mammal; Chronic; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"only standard-drilled oilseed marginally exceeds 2.4 (about 2.51), far below 50 mg/kg bw/d.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 146-154; MAIN-H0083; MAIN-H0085; MAIN-P001513; MAIN-P001517; MAIN-P001523; MAIN-P001525; MAIN-P001531; MAIN-P001535; MAIN-P001536; MAIN-P001544; MAIN-P001548; MAIN-P001549; MAIN-P001557; MAIN-P001561; MAIN-P001563; PH-00023,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00023; TRC-001,EVIDENCE
T162-C0083,T162-D1679; T162-D1691; T162-D1703; T162-D1715,4,Sunflower,Mammal; Chronic; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"screening exceedance occurs, but maximum availability is about 46.9 for confection and 71.8 for oilseed, below the 50/79 context levels except marginal oilseed context.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 146-154; MAIN-H0083; MAIN-H0085; MAIN-P001513; MAIN-P001517; MAIN-P001523; MAIN-P001525; MAIN-P001531; MAIN-P001535; MAIN-P001536; MAIN-P001544; MAIN-P001548; MAIN-P001549; MAIN-P001557; MAIN-P001561; MAIN-P001563; PH-00023,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00023; TRC-001,EVIDENCE
T162-C0084,T162-D1678; T162-D1690; T162-D1702; T162-D1714,4,Sunflower,Mammal; Chronic; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"screening exceedance is possible; confection maximum availability is about 109 mg/kg bw/d and oilseed about 167, with rate/method-dependent durations.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 146-154; MAIN-H0083; MAIN-H0085; MAIN-P001513; MAIN-P001517; MAIN-P001523; MAIN-P001525; MAIN-P001531; MAIN-P001535; MAIN-P001536; MAIN-P001544; MAIN-P001548; MAIN-P001549; MAIN-P001557; MAIN-P001561; MAIN-P001563; PH-00023,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00023; TRC-001,EVIDENCE
T162-C0085,T162-D0109; T162-D0110; T162-D0111; T162-D0112; T162-D0113; T162-D0114; T162-D0121; T162-D0122; T162-D0123; T162-D0124; T162-D0125; T162-D0126; T162-D0133; T162-D0134; T162-D0135; T162-D0136; T162-D0137; T162-D0138; T162-D0145; T162-D0146; T162-D0147; T162-D0148; T162-D0149; T162-D0150; T162-D0157; T162-D0158; T162-D0159; T162-D0160; T162-D0161; T162-D0162; T162-D0169; T162-D0170; T162-D0171; T162-D0172; T162-D0173; T162-D0174,36,Canola/Mustard,Bird; all sizes/effect windows where scientifically applicable,All bird Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,EXPOSURE_LIKELIHOOD,"Small, energy-rich canola/mustard seed is potentially attractive, but direct evidence for ingestion of newly sown treated seed is sparse.",INCREASES_CONCERN,QUALITATIVE_SUPPORT,,MAIN; TABLES,MAIN-P000668; MAIN-P000670; MAIN-P000672,TRACEABLE_WITH_QUALIFICATION,Preference studies and general seed use do not establish treated-seed dietary fraction in Canadian fields.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001,INTERPRETATION
T162-C0086,T162-D0109; T162-D0110; T162-D0111; T162-D0112; T162-D0113; T162-D0114; T162-D0121; T162-D0122; T162-D0123; T162-D0124; T162-D0125; T162-D0126; T162-D0133; T162-D0134; T162-D0135; T162-D0136; T162-D0137; T162-D0138; T162-D0145; T162-D0146; T162-D0147; T162-D0148; T162-D0149; T162-D0150; T162-D0157; T162-D0158; T162-D0159; T162-D0160; T162-D0161; T162-D0162; T162-D0169; T162-D0170; T162-D0171; T162-D0172; T162-D0173; T162-D0174,36,Canola/Mustard,Bird; all sizes/effect windows where scientifically applicable,All bird Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,PLANTING_METHOD,"Fall drilling and especially broadcast use create higher modeled surface availability than spring drilling, materially changing duration and magnitude.",CONTEXT_ONLY,DIRECT_QUANTITATIVE,Bird maximum diet: spring about 51/13/9%; fall about 142/36/25% for small/medium/large,MAIN; TABLES,MAIN-P000682; MAIN-P000689; MAIN-P000691,TRACEABLE_WITH_QUALIFICATION,Maximum values do not establish typical intake.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001,EVIDENCE
T162-C0087,T162-D0115; T162-D0116; T162-D0117; T162-D0118; T162-D0119; T162-D0120; T162-D0127; T162-D0128; T162-D0129; T162-D0130; T162-D0131; T162-D0132; T162-D0139; T162-D0140; T162-D0141; T162-D0142; T162-D0143; T162-D0144; T162-D0151; T162-D0152; T162-D0153; T162-D0154; T162-D0155; T162-D0156; T162-D0163; T162-D0164; T162-D0165; T162-D0166; T162-D0167; T162-D0168; T162-D0175; T162-D0176; T162-D0177; T162-D0178; T162-D0179; T162-D0180,36,Canola/Mustard,Mammal; all sizes/effect windows where scientifically applicable,All mammal Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,DIETARY_PLAUSIBILITY,"For mammals, European observations near sowing suggest canola at about 5% of diet, supporting lower dietary fractions than the 100% upper scenario.",DECREASES_CONCERN,EXTRAPOLATED,about 5%,MAIN; TABLES,MAIN-P001275; MAIN-P001299,TRACEABLE_WITH_QUALIFICATION,European-to-Canadian and species applicability are uncertain; no comparable North American damage evidence was identified.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001,INTERPRETATION
T162-C0088,T162-D0115; T162-D0116; T162-D0117; T162-D0118; T162-D0119; T162-D0120; T162-D0127; T162-D0128; T162-D0129; T162-D0130; T162-D0131; T162-D0132; T162-D0139; T162-D0140; T162-D0141; T162-D0142; T162-D0143; T162-D0144; T162-D0151; T162-D0152; T162-D0153; T162-D0154; T162-D0155; T162-D0156; T162-D0163; T162-D0164; T162-D0165; T162-D0166; T162-D0167; T162-D0168; T162-D0175; T162-D0176; T162-D0177; T162-D0178; T162-D0179; T162-D0180,36,Canola/Mustard,Mammal; all sizes/effect windows where scientifically applicable,All mammal Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,UNCERTAINTY_EXTRAPOLATION,The narrative relies on exposure-duration and population-resilience judgments without an explicit threshold for when modeled individual effects become population-relevant.,UNCERTAIN,ASSUMPTION,,MAIN; TABLES,MAIN-P001300; MAIN-P001301; MAIN-P001303,TRACEABLE_WITH_QUALIFICATION,Requires peer-review judgment rather than calculation alone.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001,JUDGMENT
T162-C0089,T162-D1429; T162-D1430; T162-D1431; T162-D1432; T162-D1433; T162-D1434; T162-D1435; T162-D1436; T162-D1437; T162-D1438; T162-D1439; T162-D1440; T162-D1441; T162-D1442; T162-D1443; T162-D1444; T162-D1445; T162-D1446; T162-D1447; T162-D1448; T162-D1449; T162-D1450; T162-D1451; T162-D1452; T162-D1453; T162-D1454; T162-D1455; T162-D1456; T162-D1457; T162-D1458; T162-D1459; T162-D1460; T162-D1461; T162-D1462; T162-D1463; T162-D1464; T162-D1465; T162-D1466; T162-D1467; T162-D1468; T162-D1469; T162-D1470; T162-D1471; T162-D1472; T162-D1473; T162-D1474; T162-D1475; T162-D1476; T162-D1477; T162-D1478; T162-D1479; T162-D1480; T162-D1481; T162-D1482; T162-D1483; T162-D1484; T162-D1485; T162-D1486; T162-D1487; T162-D1488; T162-D1489; T162-D1490; T162-D1491; T162-D1492; T162-D1493; T162-D1494; T162-D1495; T162-D1496; T162-D1497; T162-D1498; T162-D1499; T162-D1500; T162-D1501; T162-D1502; T162-D1503; T162-D1504; T162-D1505; T162-D1506; T162-D1507; T162-D1508; T162-D1509; T162-D1510; T162-D1511; T162-D1512; T162-D1513; T162-D1514; T162-D1515; T162-D1516; T162-D1517; T162-D1518; T162-D1519; T162-D1520; T162-D1521; T162-D1522; T162-D1523; T162-D1524; T162-D1525; T162-D1526; T162-D1527; T162-D1528; T162-D1529; T162-D1530; T162-D1531; T162-D1532; T162-D1533; T162-D1534; T162-D1535; T162-D1536; T162-D1537; T162-D1538; T162-D1539; T162-D1540; T162-D1541; T162-D1542; T162-D1543; T162-D1544; T162-D1545; T162-D1546; T162-D1547; T162-D1548,120,Corn,Bird and Mammal; all sizes/effect windows where scientifically applicable,All bird and mammal Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,DIETARY_PLAUSIBILITY,"Corn is an important food for many birds and mammals, but newly sown treated corn is characterized as more likely one component of a mixed diet than a sole long-duration food source.",DECREASES_CONCERN,QUALITATIVE_SUPPORT,Prairie deer mouse average about 55% corn December-April,MAIN; TABLES,MAIN-P000777; MAIN-P001398,TRACEABLE_WITH_QUALIFICATION,Seasonal diet data do not directly measure treated seed immediately after spring sowing.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001,INTERPRETATION
T162-C0090,T162-D1429; T162-D1430; T162-D1431; T162-D1432; T162-D1433; T162-D1434; T162-D1435; T162-D1436; T162-D1437; T162-D1438; T162-D1439; T162-D1440; T162-D1441; T162-D1442; T162-D1443; T162-D1444; T162-D1445; T162-D1446; T162-D1447; T162-D1448; T162-D1449; T162-D1450; T162-D1451; T162-D1452; T162-D1453; T162-D1454; T162-D1455; T162-D1456; T162-D1457; T162-D1458; T162-D1459; T162-D1460; T162-D1461; T162-D1462; T162-D1463; T162-D1464; T162-D1465; T162-D1466; T162-D1467; T162-D1468; T162-D1469; T162-D1470; T162-D1471; T162-D1472; T162-D1473; T162-D1474; T162-D1475; T162-D1476; T162-D1477; T162-D1478; T162-D1479; T162-D1480; T162-D1481; T162-D1482; T162-D1483; T162-D1484; T162-D1485; T162-D1486; T162-D1487; T162-D1488; T162-D1489; T162-D1490; T162-D1491; T162-D1492; T162-D1493; T162-D1494; T162-D1495; T162-D1496; T162-D1497; T162-D1498; T162-D1499; T162-D1500; T162-D1501; T162-D1502; T162-D1503; T162-D1504; T162-D1505; T162-D1506; T162-D1507; T162-D1508; T162-D1509; T162-D1510; T162-D1511; T162-D1512; T162-D1513; T162-D1514; T162-D1515; T162-D1516; T162-D1517; T162-D1518; T162-D1519; T162-D1520; T162-D1521; T162-D1522; T162-D1523; T162-D1524; T162-D1525; T162-D1526; T162-D1527; T162-D1528; T162-D1529; T162-D1530; T162-D1531; T162-D1532; T162-D1533; T162-D1534; T162-D1535; T162-D1536; T162-D1537; T162-D1538; T162-D1539; T162-D1540; T162-D1541; T162-D1542; T162-D1543; T162-D1544; T162-D1545; T162-D1546; T162-D1547; T162-D1548,120,Corn,Bird and Mammal; all sizes/effect windows where scientifically applicable,All bird and mammal Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,FIELD_EVIDENCE,Bird observations include 1-2 surface seeds taken at a time on precision-sown fields and larger counts at bait/spill stations; mammals readily located simulated corn spills.,CONTEXT_ONLY,DIRECT_EMPIRICAL,Birds: 1-2 field surface seeds; up to 4.5 treated-spill seeds or 11 untreated-bait seeds per visit,MAIN; TABLES,MAIN-P000780; MAIN-P001398,TRACEABLE_WITH_QUALIFICATION,"Waste grain, bait/spill density and treatment identity limit transfer to normal sowing.","Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001,EVIDENCE
T162-C0091,T162-D1435; T162-D1436; T162-D1437; T162-D1438; T162-D1439; T162-D1440; T162-D1447; T162-D1448; T162-D1449; T162-D1450; T162-D1451; T162-D1452; T162-D1459; T162-D1460; T162-D1461; T162-D1462; T162-D1463; T162-D1464; T162-D1471; T162-D1472; T162-D1473; T162-D1474; T162-D1475; T162-D1476; T162-D1483; T162-D1484; T162-D1485; T162-D1486; T162-D1487; T162-D1488; T162-D1495; T162-D1496; T162-D1497; T162-D1498; T162-D1499; T162-D1500; T162-D1507; T162-D1508; T162-D1509; T162-D1510; T162-D1511; T162-D1512; T162-D1519; T162-D1520; T162-D1521; T162-D1522; T162-D1523; T162-D1524; T162-D1531; T162-D1532; T162-D1533; T162-D1534; T162-D1535; T162-D1536; T162-D1543; T162-D1544; T162-D1545; T162-D1546; T162-D1547; T162-D1548,60,Corn,Mammal; all sizes/effect windows where scientifically applicable,All mammal Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,SEED_ACCESSIBILITY,"The mammal model assumes all sown corn is accessible because planting may be <3 cm, while the narrative notes accessibility declines at depths >3 cm.",DECREASES_CONCERN,ASSUMPTION,nominal depth 2.5-5 cm,MAIN; TABLES,MAIN-P001407,TRACEABLE_WITH_QUALIFICATION,Field-specific depth distribution and mammal excavation behavior are not quantified.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001,INTERPRETATION
T162-C0092,T162-D1435; T162-D1436; T162-D1437; T162-D1438; T162-D1439; T162-D1440; T162-D1447; T162-D1448; T162-D1449; T162-D1450; T162-D1451; T162-D1452; T162-D1459; T162-D1460; T162-D1461; T162-D1462; T162-D1463; T162-D1464; T162-D1471; T162-D1472; T162-D1473; T162-D1474; T162-D1475; T162-D1476; T162-D1483; T162-D1484; T162-D1485; T162-D1486; T162-D1487; T162-D1488; T162-D1495; T162-D1496; T162-D1497; T162-D1498; T162-D1499; T162-D1500; T162-D1507; T162-D1508; T162-D1509; T162-D1510; T162-D1511; T162-D1512; T162-D1519; T162-D1520; T162-D1521; T162-D1522; T162-D1523; T162-D1524; T162-D1531; T162-D1532; T162-D1533; T162-D1534; T162-D1535; T162-D1536; T162-D1543; T162-D1544; T162-D1545; T162-D1546; T162-D1547; T162-D1548,60,Corn,Mammal; all sizes/effect windows where scientifically applicable,All mammal Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,DEHUSKING,"European wood-mouse studies suggest maize dehusking may reduce exposure by about 60%, but the behavior varies among species and may not apply to larger/non-myomorph mammals.",DECREASES_CONCERN,EXTRAPOLATED,about 60% reduction for wood mouse,MAIN; TABLES,MAIN-P001409,TRACEABLE_WITH_QUALIFICATION,Species and geographic extrapolation is substantial.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001,INTERPRETATION
T162-C0093,T162-D1429; T162-D1430; T162-D1431; T162-D1432; T162-D1433; T162-D1434; T162-D1435; T162-D1436; T162-D1437; T162-D1438; T162-D1439; T162-D1440; T162-D1441; T162-D1442; T162-D1443; T162-D1444; T162-D1445; T162-D1446; T162-D1447; T162-D1448; T162-D1449; T162-D1450; T162-D1451; T162-D1452; T162-D1453; T162-D1454; T162-D1455; T162-D1456; T162-D1457; T162-D1458; T162-D1459; T162-D1460; T162-D1461; T162-D1462; T162-D1463; T162-D1464; T162-D1465; T162-D1466; T162-D1467; T162-D1468; T162-D1469; T162-D1470; T162-D1471; T162-D1472; T162-D1473; T162-D1474; T162-D1475; T162-D1476; T162-D1477; T162-D1478; T162-D1479; T162-D1480; T162-D1481; T162-D1482; T162-D1483; T162-D1484; T162-D1485; T162-D1486; T162-D1487; T162-D1488; T162-D1489; T162-D1490; T162-D1491; T162-D1492; T162-D1493; T162-D1494; T162-D1495; T162-D1496; T162-D1497; T162-D1498; T162-D1499; T162-D1500; T162-D1501; T162-D1502; T162-D1503; T162-D1504; T162-D1505; T162-D1506; T162-D1507; T162-D1508; T162-D1509; T162-D1510; T162-D1511; T162-D1512; T162-D1513; T162-D1514; T162-D1515; T162-D1516; T162-D1517; T162-D1518; T162-D1519; T162-D1520; T162-D1521; T162-D1522; T162-D1523; T162-D1524; T162-D1525; T162-D1526; T162-D1527; T162-D1528; T162-D1529; T162-D1530; T162-D1531; T162-D1532; T162-D1533; T162-D1534; T162-D1535; T162-D1536; T162-D1537; T162-D1538; T162-D1539; T162-D1540; T162-D1541; T162-D1542; T162-D1543; T162-D1544; T162-D1545; T162-D1546; T162-D1547; T162-D1548,120,Corn,Bird and Mammal; all sizes/effect windows where scientifically applicable,All bird and mammal Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,UNCERTAINTY_EXTRAPOLATION,"Bait/spill observations, seasonal diet data and European dehusking evidence do not establish a single normal-field dietary fraction for all corn crops and receptor sizes.",UNCERTAIN,UNCERTAIN,,MAIN; TABLES,MAIN-P000780; MAIN-P001398; MAIN-P001409,TRACEABLE_WITH_QUALIFICATION,"Applicability varies by crop type, planting depth, field edge, species and study design.","Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001,JUDGMENT
T162-C0094,T162-D1549; T162-D1550; T162-D1551; T162-D1552; T162-D1553; T162-D1554; T162-D1561; T162-D1562; T162-D1563; T162-D1564; T162-D1565; T162-D1566; T162-D1573; T162-D1574; T162-D1575; T162-D1576; T162-D1577; T162-D1578; T162-D1585; T162-D1586; T162-D1587; T162-D1588; T162-D1589; T162-D1590; T162-D1597; T162-D1598; T162-D1599; T162-D1600; T162-D1601; T162-D1602; T162-D1609; T162-D1610; T162-D1611; T162-D1612; T162-D1613; T162-D1614; T162-D1621; T162-D1622; T162-D1623; T162-D1624; T162-D1625; T162-D1626; T162-D1633; T162-D1634; T162-D1635; T162-D1636; T162-D1637; T162-D1638; T162-D1645; T162-D1646; T162-D1647; T162-D1648; T162-D1649; T162-D1650; T162-D1657; T162-D1658; T162-D1659; T162-D1660; T162-D1661; T162-D1662,60,Cucurbits,Bird; all sizes/effect windows where scientifically applicable,All bird Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,PLANTING_METHOD,"Processing cucumber may be standard drilled and has much higher modeled surface-seed counts than precision-planted cucumber, melon or gourd scenarios.",CONTEXT_ONLY,DIRECT_QUANTITATIVE,Small-bird MSA: up to 54 standard-drilled cucumber seeds versus up to about 8.3 precision seeds,MAIN; TABLES,MAIN-P000804; MAIN-P000831; TABLES:Tables 66-74,TRACEABLE_WITH_QUALIFICATION,Direct-seeding practices vary by crop; many cucurbits are transplanted even though labels do not prohibit direct seeding.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001; PH-00022,EVIDENCE
T162-C0095,T162-D1549; T162-D1550; T162-D1551; T162-D1552; T162-D1553; T162-D1554; T162-D1561; T162-D1562; T162-D1563; T162-D1564; T162-D1565; T162-D1566; T162-D1573; T162-D1574; T162-D1575; T162-D1576; T162-D1577; T162-D1578; T162-D1585; T162-D1586; T162-D1587; T162-D1588; T162-D1589; T162-D1590; T162-D1597; T162-D1598; T162-D1599; T162-D1600; T162-D1601; T162-D1602; T162-D1609; T162-D1610; T162-D1611; T162-D1612; T162-D1613; T162-D1614; T162-D1621; T162-D1622; T162-D1623; T162-D1624; T162-D1625; T162-D1626; T162-D1633; T162-D1634; T162-D1635; T162-D1636; T162-D1637; T162-D1638; T162-D1645; T162-D1646; T162-D1647; T162-D1648; T162-D1649; T162-D1650; T162-D1657; T162-D1658; T162-D1659; T162-D1660; T162-D1661; T162-D1662,60,Cucurbits,Bird; all sizes/effect windows where scientifically applicable,All bird Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,DIETARY_PLAUSIBILITY,"Birds can ingest cucurbit seed, but the assessment considers a substantial daily dietary fraction highly implausible; larger gourd/melon seed may limit small-bird handling.",DECREASES_CONCERN,QUALITATIVE_SUPPORT,,MAIN; TABLES,MAIN-P000791; MAIN-P000831; MAIN-P000835,TRACEABLE_WITH_QUALIFICATION,Direct dietary evidence for freshly sown commercial cucurbit seed is sparse.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001; PH-00022,INTERPRETATION
T162-C0096,T162-D1549; T162-D1550; T162-D1551; T162-D1552; T162-D1553; T162-D1554; T162-D1561; T162-D1562; T162-D1563; T162-D1564; T162-D1565; T162-D1566; T162-D1573; T162-D1574; T162-D1575; T162-D1576; T162-D1577; T162-D1578; T162-D1585; T162-D1586; T162-D1587; T162-D1588; T162-D1589; T162-D1590; T162-D1597; T162-D1598; T162-D1599; T162-D1600; T162-D1601; T162-D1602; T162-D1609; T162-D1610; T162-D1611; T162-D1612; T162-D1613; T162-D1614; T162-D1621; T162-D1622; T162-D1623; T162-D1624; T162-D1625; T162-D1626; T162-D1633; T162-D1634; T162-D1635; T162-D1636; T162-D1637; T162-D1638; T162-D1645; T162-D1646; T162-D1647; T162-D1648; T162-D1649; T162-D1650; T162-D1657; T162-D1658; T162-D1659; T162-D1660; T162-D1661; T162-D1662,60,Cucurbits,Bird; all sizes/effect windows where scientifically applicable,All bird Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,SEED_DISAPPEARANCE,"For the large-bird precision-cucumber upper case, the assessment expects displacement, burial and predation to remove about 30% of surface seed within one week.",DECREASES_CONCERN,ASSUMPTION,about 30% within one week,MAIN; TABLES,MAIN-P000861,TRACEABLE_WITH_QUALIFICATION,The assumption is not shown as a crop- and method-specific field distribution.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001; PH-00022,INTERPRETATION
T162-C0097,T162-D1555; T162-D1556; T162-D1557; T162-D1558; T162-D1559; T162-D1560; T162-D1567; T162-D1568; T162-D1569; T162-D1570; T162-D1571; T162-D1572; T162-D1579; T162-D1580; T162-D1581; T162-D1582; T162-D1583; T162-D1584; T162-D1591; T162-D1592; T162-D1593; T162-D1594; T162-D1595; T162-D1596; T162-D1603; T162-D1604; T162-D1605; T162-D1606; T162-D1607; T162-D1608; T162-D1615; T162-D1616; T162-D1617; T162-D1618; T162-D1619; T162-D1620; T162-D1627; T162-D1628; T162-D1629; T162-D1630; T162-D1631; T162-D1632; T162-D1639; T162-D1640; T162-D1641; T162-D1642; T162-D1643; T162-D1644; T162-D1651; T162-D1652; T162-D1653; T162-D1654; T162-D1655; T162-D1656; T162-D1663; T162-D1664; T162-D1665; T162-D1666; T162-D1667; T162-D1668,60,Cucurbits,Mammal; all sizes/effect windows where scientifically applicable,All mammal Table 162 rows in this crop family; receptor-specific relevance is explained in the consideration,DRAFT_COMPLETENESS,"Mammalian Cucurbits quantitative material is present, but the risk-characterization section contains no completed interpretive synthesis.",UNCERTAIN,UNCERTAIN,,MAIN; TABLES,MAIN-H0082; MAIN-P001509; PH-00022,TRACEABLE_WITH_QUALIFICATION,The intended evidence weighting cannot be reconstructed confidently.,"Refines exposure likelihood, biological plausibility, applicability or confidence; weight must be assigned in peer review.",TRC-001; PH-00022,JUDGMENT
